text,label,sentiment
na wa o if what im seeing under this tweet is true my wife go hate me gan o cos im too lazy cant even get myself food,2,positive
i enjoy late night conversations no matter how awkward they can be at first,2,positive
so you going with this huh haha,0,negative
ok people time for some serious deals and steals,2,positive
todays twit is from a personal experience thief hey your money or your life me oga abeg fine me naira make i buy water abeg thief omo u think say na joke we they for here abi me oga no vex i need drink water abeg i they expect money soon i go find u something,2,positive
sincerely speaking all the cash in my account had gone to their various houses for this lockdown pls help sombori papa ooo pikin dem nor wan hear ngbati ngbati ooo,0,negative
make e see wetin hin fine face and stature dey cause for my marital house o,0,negative
ah the perfect summer day was ruined by the rain too good to be true but its still hot as hell i feel sticky and gross long day ha,0,negative
mr tayo u wicked kai abeg mk dis guy go retirement in peace now u wan add turn d already high bp to stroke haba,2,positive
i can't aim on my phone,0,negative
boss you dun see wetin police do for rupkokwu today cause of naira,2,positive
i'll have a rummage on my old pc sometime this week to see if zarathustra is still on there,2,positive
the meeting was scheduled for monday,1,neutral
walahi this our cake work is so stressful abeg sighss i stood from am till pm my leg and back hurts alot at a point i come dey vex for myself i was like who even send me message sef,2,positive
michael is busy loving him time to go kidnap the lesbian,2,positive
lowfat cheese is made by the devil,0,negative
chai from number one to number five all stunning lemme goan admire them again sef,0,negative
but wait oooo na only mercy and tacha dey always trending ever since bbnaija don finish im aware mercy won the show but shey na tacha carry second ni where all those people dey,2,positive
how many days until august i totally typed daddys at first weird since i always refer to him as daddy,2,positive
well you let him be your bffl,0,negative
this album is fire you just gained a fan youre addictive ive been avoiding this album but e choke me today now im stuck on replay,0,negative
are you still sick everyones getting sick or not feeling well ss,0,negative
no worries i do that all the time too many boxes too many boxes,0,negative
e don tey wey nigerians don dey eat,0,negative
i will also be sad if eleanor dies,0,negative
baba when this credit alert blessing go reach me na abeg people wey don get borrow us una prayer manual biko i need am,0,negative
shit drawer hit my left thumb,0,negative
my tight guy just talk say me and am no fit be guys again say i no dey him level again,2,positive
quoti'm a freelance writer for braille porn and a stunt double for a hand model for palmolive dishwashing liquidquot from,2,positive
i don officially comot hand from anything wey resemble nysc allawee congratulations to everyone passing out february blessings to all of us in our chosen careers unto the next,0,negative
as e de pursue naso de meat the sweeet pass,0,negative
the weather's so weird i wanna control it,2,positive
in manayunk at the wall rode the course this morning great ridechillin' w saswata and josh great day,2,positive
boring ain't it,0,negative
good morning all have tummy ache today,0,negative
i've always wanted to be affected by your special talents,2,positive
okayno worry jor shey dem sef no go like dey alright this night ni,0,negative
oh that sounds great bet you look forward to having them with you,2,positive
no dey disguise again i con dey think say na ugly pesin you be like me,2,positive
mudi o e be like woman don do mudi strong thing before,2,positive
young man calm down na the funny thing is most of their customers are not even on twitter let alone seeing this april fool im very sure you sef no dey use itel,2,positive
you're gonna look sooo muscular for your shoot today,2,positive
has butterflies for the first time in a really long time,2,positive
here's a shot of me baps they don't taste as nice as i thought they would,0,negative
why dont girls aloud have twitter,0,negative
yes twittering with beautiful women would be a nice way to spend my day but unfortunately it doesn't paynthe bills,0,negative
lmao relationship twitter see wetin una don cause,2,positive
lol i don't knowit gets a lil crazy around here sometimes how was your weekend,2,positive
well sorry to rub it in but it's after 6am here i think i will try and go back to sleeplaters have a good day,2,positive
runtown na igbo guy nwanne i na mu amu,1,neutral
thanks for the follow,2,positive
everytime i wake up na your face i wana see without make up abeg meku no break up cuz i no fit stand to see you take up i like the way you move lyrics for you dear,0,negative
watching stuck in the suburbs,2,positive
haha lol im feelin much better and great2knw u were tweetingin the library lol well hope u get ur work done thanks,2,positive
haha i work on a bar and have just had many awkward customers ah well am home now,2,positive
i dey give this guy michael jackson view this video just proved otherwise nigga be sounding like chibuzo wey dey sell provision see igbotic intonation,2,positive
history exam today and dreading it,0,negative
one day i saw denise at coldwater park u were beautfull with with dress and lola with u i hope see u again,2,positive
dammiti have work on fridays you have to tape it or soemthing i can't miss the epicness,0,negative
let me add that its a crime to wear face caps they don stop me finish before dem see say na boygirl i be because i was wearing a facecap and bent my head over my phone that looks ezally like an iphone,2,positive
is super tired,0,negative
they have taken over your town bro hope say you dey dia dey fight,2,positive
my uncle was addressing one of his orderlies uncle gentleman you have to sit tight no time for partisan politics dont involve yourself me as per the mumu nephew wey i be well may be it is time for artisan politics e be like say i don buy job ooo,2,positive
ugh sdre isnt coming here lame today can suck my dick,0,negative
my dear shift for me let me cry abeg im tired small thing dey will ask u savings or current omg who did i offend o,2,positive
trying out tweetdeckidk how it'll work out for me but thus far it looks pretty niftyty for the suggestion,2,positive
we still love you we still on for tomorrow right,2,positive
dem don carry light again which kain life,2,positive
always take out time to appreciate people wey love your hustle god bless all the people wey dey support muip how you see that de gea jersey wey dey rock,0,negative
my new tigidy tat is ugly i think i hate it,0,negative
it's my birthday but i feel this is an ordinary day,0,negative
in school with coral x,2,positive
my twitterberry won't post pics damnit,0,negative
its very good its very heart touching poor kid is crossing the border to see his mother hes going through pain it makes me wanna cry,0,negative
abeg naa blow me na you god wan use please naa,0,negative
deciding what to do is sometimes the hardest part,2,positive
i don dey plan my own,1,neutral
glad you got there okay enjoy your weekend 'hug' montreal for me miss it,0,negative
granny linda will be happy,2,positive
your excellency help us na help make kd a tech hub abeg lagos is too congestedno you be the guy wey fit do am abeg,0,negative
slightly sad love listening to 70's saturday mix but miss hosting the mix today can't put off home improvement projects tho,0,negative
lol e don tey i deserve to be rushed,2,positive
you can afford to fall off the wagon now and again we all need a quotrewardquot for being good,2,positive
i think i'll go to my gran's again today im so sick of being stuck in myself,0,negative
i missed many dm's in past few days never got notified sucks sorry people would check and reply to all,0,negative
4th time is a charm got my ms soft and gentle love lt3,2,positive
gonna go stuf 2 doi lt3 my backgroundwut do you guys reckon bout purple chucksokcya guystwitterers luv amp,2,positive
people dey wey nor dey sleep,1,neutral
dam right im proud of ya you been missin out gurl,2,positive
please gift me data i no get money again shake body na ur boy has been loyal and this period management de pay me end month,2,positive
i am eating a creamsicle and getting brainfreeze i still am not happy,0,negative
miley feet are feet people think thats weird or normal well who cares be yourself,2,positive
omg this kind next level wey we dey for this nigeria e too much mcb don reduce one year oo now na three years course,2,positive
i pray oo better dey guided and dont misguide people me wey don do my december in november,0,negative
no be person wey first call police dey win case cross de boss spill out dear im loving the conversation with queen cross,0,negative
been a boring weekend after a wonderful week such is life,0,negative
even if you no go buy help us retweet e get why,0,negative
the one wey i sabi don comot but he still dey support from outside,1,neutral
no it's milk gravy with bits of american breakfast sausage in it and not british biscuitscuz that would be sick,2,positive
yes na e don tey you need am,0,negative
oga u don dey port,1,neutral
observing how liza is fan of soccer games more than brazilians,2,positive
this man is always on his balcony haba and i always forget to drop my bathroom window curtain now he has used a long straw to suck my brezz from there this has got to stop na why all all the timeoga sit down inside your house na why upstairs dey sweet you,2,positive
missionaries had passport problems still havn't arrived ya'll pray,0,negative
just got back from the shops got 2 cd's and a dvd,2,positive
cntkvrrussian beauty maria sharapova knocked out of french open,0,negative
home from dr's office going to rest before i go to work in a bit,0,negative
lucas deleted his twitter,0,negative
still sick but i am going to sunsplash tomorrow w my best friend,0,negative
haha hey you were watching f1 at silverstone nice race but button didn't win in england bad times xxx,0,negative
guess i'll see you all on the flipside of the blackout,2,positive
i knew my instincts werent wrong when they questioned why that dude had a name like frodd now e don clear wella bros all that fraud tears wey you dey shed no go work its too early for that,2,positive
lmao not me oooo i be bassa age tag na him people well well na god save am sef say we send am go school,0,negative
another sad morning today my dad is going to go to la i will miss him,0,negative
what about atampt customers that don't have an iphone and want one,0,negative
i'm at a bar in portsmouth on a saturday night please kill me now,0,negative
nothing i need to cleanyou,0,negative
i wish mine would go to sleep,0,negative
ignore me sef look my bitsika cash tag pass now uncle don wan look me pass again why everywhere just hard like this thobiedani,0,negative
wife wey another niga go congo when you don dey with bros satan ekwensu,2,positive
kai for wer abeghmmm lv dem joh anything wey sweet no good for poor man body for dis country,2,positive
it's sunny and warm out here i'm pissed i gotta work get out of da hood cv and come kick it in snobbyville wc lol,0,negative
seasoned corn it depends on how it has been stored,2,positive
de gea don start again o suppose don be now,2,positive
e pain me ooo me wey single like this she for try look my side na may her soul rest in peace,0,negative
na dem dey sweet pass,0,negative
why autocorrect dey do like this na i wan write age with grace to dis new babe autocorrect put age with gravey na,2,positive
lmao you don too see am for your comment sectionna make,1,neutral
for and to take nigeria to the next level people are ready to cast their votes even with their bloods not ink as usual dem no dey buy integrity dem for buyam from dubai nah,1,neutral
they will just troll chale into forbes e go get last laugh lol,0,negative
not n the mood 2 wrk so tired exhausted frm wrkn this past week gotta finish gettn ready bbak on later xoxo follow,2,positive
i say go hahaha watch me go to the nearest mcdo drive thru from here and reward myself with a biggie twistah fries if only,0,negative
you wey get good football iq good oga master i hail oh and watin get to do with this now guy na people like ona dey cause conflict for the society so oh mcheew,2,positive
thank you seems to love travel only thing she knows wow traveling with a cat and birds awesome,2,positive
so na like this you go dey look my account make e empty abi come make we talk watin u want make i do again,0,negative
hope sae u no b dos kind babes wey dey raise man hope come kill am cream de la cream babybaby,2,positive
gd nite twittz i think errbody sleep except 4melol oh wellholla yall in da am peace out,2,positive
yeah so today was pretty stupid i'm impressed with what my girls got done but there is still so much to do retail hell,0,negative
mkay did you tell him on msn bfgurelgbsr yeah i guess so i don't know if i like it i'll wait till i get your opinion,2,positive
chillen at home ahh it's supposed to storm alot tonight,0,negative
god when i still dey yah with my ios dem apple con bring ios money good o,1,neutral
im in lagos o the thing dey vex me like mad,2,positive
omo i say make i tell una say na now i just dey reach we thank god for journey mercies,2,positive
my dog is in the pet's hospital i miss him,0,negative
aunty kemi ill change it for you ooo how far kob na make we use am do falantain na and i no wan hear say sth do hard drive ooo btw ill like to see the man of god,0,negative
k wey no go reach anything na y some no dey come office during the previous money back in sch playing whot like k don go on the spot,2,positive
finally get to lay down for a bit i have a major headache,0,negative
man it cancel we are not going in toronto,0,negative
the work my mama gimme today you go think say she don mean me like say she set trap for me as i no dey come house work continues tomorrow i don tire abeg,2,positive
na only moyo i see for my houseparty profile please me add me up where the party de happen im so bored,2,positive
mornig twitterland uploading pics need to go to school,0,negative
i wonder the kind wisdom wey dey the fish head wey these people dey sell am k k for fish head isi azu,2,positive
so curtis graham u no fit direct beta knife stabbing scene this stabbing looks like the we did in the short film we made im annoyed cos were amateurs making a movie with zero budget and u people are oyibo with plenty equipment woz deez,2,positive
i really hope this week goes quickly i am just not in the mood to be at work,0,negative
i have no problem with wedding receptions that bring in cute firemen,2,positive
in engli8sh doing cpt again gtgt last day cell in a few hours,2,positive
anywhooo funday g'night rehearsals tom early i think,0,negative
oh why are you feeling like that,0,negative
smiling always helps and its hard to not smile back isnt it x,2,positive
yes nobody is perfect people on lpu seem not to respect anything though lol and always complain about something,0,negative
no more chatting with buddies,0,negative
i am very sad my friends bf broke up with her because he likes me why do these things happen i really don't know what to do or say,0,negative
my inner fashionista is screaming but i'm actually buying dorky tevay sandals functional fashion this is the hardest pill to swallow,2,positive
i swear i fit no call back in time,2,positive
so this new v bank has been trending and i don open new account whats next make una reason my matter na as god go bless una times thankio,0,negative
we got home and mumcy was asking what was wrong iya sha lemme alone with cattagh coming outta my brain im going to bed ahan its just past mumcy said wont u drop the drink in the fridge she continued ehn drop wetin na my pillow be this now o sha leeme alone,2,positive
oh do i love your choice in music,2,positive
want my amazon box to arrive probably royal mail playing football with it,0,negative
e no just work for me,2,positive
totally left the house without my camera battery,0,negative
them no dey know na,1,neutral
guess what you would be the happiest person ever on earth if i teach you warri pigin our pigin is highly respected and supersedes every other pigin in the world am here to give you free tutorials how you reason na dem nor dey shame put ooo,0,negative
i want all my friends back,0,negative
time for bed falling asleep long day tomorrow ima be so sore i can't already feel it,0,negative
i remember when i went to see the lotr extended edition marathon ages ago went in at 7pm left again at 7am,2,positive
something dey worry you you dont know we are staying in lagos how space wan dey the roomif bed no reach wall take your time kpachara anya gi,2,positive
oh money where have you gone,0,negative
i have to sell the motorcycle i am so so sad,0,negative
baba god you sabi as e be for my heart oo abeg bless your boy,2,positive
man would i love to golf today another beautiful sunny day in sd and i'm stuck in a golf store also to rub it in a bit more,2,positive
sorry haha i fell asleep last night but your panic room sounds romantic as hell,0,negative
doing last min beauty homework,2,positive
don't worry i'll get the bug,2,positive
im trying to get back in shape for a groomsman duty later in the month but this dumbbells don dey make body pain me omo i no do again if the suit like make a no fit i no fit kill myself,2,positive
no phone today call my house phone,0,negative
xmen wednesday and i won't complain obsessed was good though,2,positive
yep that's the one wanted to be on 3togo but i jumped onto 3 when the e606 was free on talk amp text 750,2,positive
but what about raaaaaaaaaaaaaahm,0,negative
a so sad tt but ur gonna get 2 more an upside,2,positive
lol well let me temper that w the fact that i'm usually always here or wherever i travel to for work,0,negative
but e get as una dy shoot am out like this especially when on a short gown we don see the one wy no reach ur own na and e make sense,0,negative
dude you're a hax0r1 you should put final cut pro on there and tell me how stable it is,2,positive
not looking forward to work at all today,0,negative
local man is pleased we don even play our champions league before the people wey qualify play sef levels,0,negative
i no dey find their trouble i just dey face my hustlee see but when i start them go yinmu then them go start to dey love me ahhh spiritual am highly spiritual birthday blessings baby boy for life,0,negative
just sitting der like na una sabi na me win the money,0,negative
i survived the 530am to 800pm camp today tomorrow 700am till about 10 00pmpray for me my body hurts,0,negative
she dey improve he fan base me i dey mentally stressed rn she go come dey put one scam cry emoji,2,positive
moshtix or but i cant see them on there yet,0,negative
dis drama na na dey package am while na dey fund am you can listen via,1,neutral
i found a better pen around the house stabilo write4all plus better scale not the usual 3quot high and photolighting,2,positive
loyal to the core,2,positive
awww charms i'm gonna miss you,0,negative
everybody don wan start twitter hangout like this at the hangoutsingle ones like us go dey hang around as for twitter for android we go hang ourselves,0,negative
love itif i would have known earlier you will be performing with britney on one stage i would go to uk tour,0,negative
happy 1000th tweet to me i just wanna say thanks to me for making this happen lol,2,positive
lol well u had a clue i was trying to move but it became official this morning i'm pretty stoked for this new level,2,positive
omg this is my life,0,negative
see'ya on the fest,2,positive
as in eerrrrr dem dey rule dey carry us go backwards,2,positive
is going back to the apartment for a few days so no internet for me,0,negative
keypad dey press hin sef,1,neutral
lmao this na just noodles na but which kain egusi you cook wey dog no go fit chop,0,negative
ok twam i'm taking 2hr nap b back soon,2,positive
you're welcome if you're not going to do something fun and interesting you might as well do work,2,positive
na you act sleep na season to lol go sleep night don come,1,neutral
not feeling that well today off school,0,negative
it happened to me the other day customer asked me to ship to her work address i sent her another one,0,negative
i was sooooo excited until iphone windows mobile please,0,negative
dammit that competition on the blog is causing the whole site to crash i cant get my news,0,negative
dont think so i think i'm gonna go swimming,2,positive
off to meet for lunch om nom nom nom,2,positive
i told you people in indiana were batshit i lived there after all i feel like i escaped from that orwell book everyday,0,negative
hahaha you probably do look at porn,2,positive
they buried the lead though all the creepy ones were at the bottom,0,negative
so today sucked i thought summer was supposed to be hot not rainy n,0,negative
bumming around lol,2,positive
the wrestler springsteen kill me a lot one of my fav's of him,0,negative
early finish at college walking home some great e3 coverage on twitter many thanks for posting everyone,2,positive
de don send me my own na i don download vbank since uba obuh simeon emeke,1,neutral
aaaah wetin na na help i wan help ooo,0,negative
na una people na i want to be like you guys when i grow up,0,negative
so i'm not coming to dallas no mo for beyonce i'll be here my calendar shifted like a mofoplus the chicago date is my payday,0,negative
poor eden what did you do now,0,negative
if you know you have raped someone before please dont post say no to rape e dey vex your victims just shut up make dem no go cast you even if you may have stopped but shut up,2,positive
sorry to hear you've got to do something else though otherwise you'll feel miserable girls night out,0,negative
yeah man i actually watched it awhile ago and kept the tab up and when i refreshed it said it had been removed,0,negative
cool deal will be on my way in about 40 seconds,2,positive
glad you got it sorted,2,positive
na mistake o,2,positive
ah i see well i rekon we must be annoying aidan with our twitter whore antics l cant find anything to watch on tv,0,negative
the only reason why man utd dey champions league na bruno pogba combo post lockdown mason greenwood form rashford martial also this season as bad as pogba be e play key role for our wins vs rb leipzig newcastle and psg so calm down,0,negative
i am watching south park while smoking to bowls lol,2,positive
abeg na wetin be the title of the jam,1,neutral
its a spotlight and im walkingworking on my own tryna dodge all these paparazzi distractions and theres no one to laugh it all out with and ease this life up i know im introverted but this wan fit make man craze,2,positive
i dey road dey go mosque,1,neutral
no b me dey do na na support i dey support oh,0,negative
nu bet protams,2,positive
not good not good,0,negative
dear liverpool fc why is it that every transfer window we must cry and beg you guys to do the needful this our current squad is ageing already una dy test my loyalty oo abi transfer window don close for anfield make una sign players before one or two go happen,2,positive
with that their rough road sef person fit get miscarriage,2,positive
today is a beautiful day i have a beautiful daughter and soon family to come was at church today and im feeling great,2,positive
amazing day shopping with my sweet micky,2,positive
a client gave me k to make a birthday cake for her daughter with icing sugar i told her ma this money wont be enough to do what you want my mum was like do it for her na na we we in my mind shey baby we we i dey use fo market i dont like doing business with my mums crew,0,negative
agree and all those hot guys in it made it all the more so,2,positive
now i can sleep we go dey watch the remaining for youtube later to live streaming e go be,0,negative
like i dont understand how this things work you dey vex for me on top my own money again because you have a hole in between your legs haaaaaa nne adiro m enye onye na a di abalu m ulu ego m this stupid sense of entitlement is messing with my sanity mentally,2,positive
christmas haff rish and finish oh you know how those unexpected gatherings just happen eh on that day na and every body don chop belleful come from their haus come they wee na be asking,1,neutral
alexandra sautter i'm friends with you on facebook,2,positive
get 100 followers a day using once you add everyone you are on the train or pay vip,2,positive
an headache i am badly,0,negative
wouldn't want to let ya down lol,2,positive
is like sigh i freakin love himbt i kant spent time w him untilidk,0,negative
1i'll miss you amp carrie 2legally double your money in 30 days,0,negative
i will post pics amp recipes,2,positive
just watched your video it's great did someone have some spare time on their hands lol,2,positive
lol so u dey watch dat series nice,0,negative
actually testing redacted copypaste,2,positive
e don dey set,0,negative
just came from food shopping none of the stores had raw cacao powder thoough i have to order it online,0,negative
really what a sucky weekdaughter movingno days off of workpastor russell sick from his chemo so no sunday school,0,negative
good morning victoria secret lovers e don dey ooo pere retweet please my customers might be from you or your tl,0,negative
biko dem don start selling sim,1,neutral
now i understand why the hell twitter took over the worldits crackness and yes im using ya word,2,positive
also ill wishing to be at home having tea and soup,0,negative
needs desp help in debugging a website in action script 3,0,negative
i'm finally back in people's lives,2,positive
goodnight don't be afraid to say it back,2,positive
last month bcus dem use iphone colet my baby wet i don dey save for years and i still dey cry now too,0,negative
listening to quotjust a dreamquot by carrie underwood on my ipod trying to fall asleep night,0,negative
awww i love those as well an pinochio as well,2,positive
i miss my baby,0,negative
if i dey enter your eye or you like me and no fit talk am time dey go ohreporting live from paris,0,negative
it's raining fucking harrrrrd,0,negative
tacha has forced me to start carrying bottle water everywhere i hear its a massive boost for a smooth skin yet nigerians couldnt even see that positive thing about her o but na to slander and insult her una sabi try looking at the good sometimes,0,negative
lol 250 points for the wishes,2,positive
oh what a night,0,negative
this game is over i really hope that orlando plays like this against the lakers,0,negative
tweeps tweeps tweeps i call una wetin they happen now i don reach like years for the twitter ordinary k followers i never celebrate just now now just right now motara create acct e don almost enter k plus oh god of followers take your people to my follow button,2,positive
yep i am alive and in tulsa finally took a shower but still without a phone hopefully that will be fixed soon yay bonnaroo,0,negative
lol una matter dey make me laugh here that bro dey para for you,0,negative
if i don see biodun handle sef i dey confuse if na arsenal or man utd fan get one time wey baba go join utd,1,neutral
i don't know how to use twitter and reply to erika foy,2,positive
where una dey see this money to chop four eggs eh this noodles looks terrible tho,2,positive
aww i'm glad that i'm up at this obscenely lateearly hour because i just found out that forest kline is engaged,2,positive
im even trying to understand the thread be like say people dey die in that house from way back abeg o mi o se big brother saran,2,positive
i wanna have long wavy hair kind of like serena's,0,negative
im sorry for you soo where do you come from,0,negative
waiting for formula one to start i procurred some high quality pretzles to munch but have been told i cant eat them yet proper food first,0,negative
staff breakfast then orientation stuff all day,2,positive
congrats fine people god bless your home na dis kind pictures dem dey make me wan do fast go marry,0,negative
lol u cannot see my familys net worth cannot enter k e sure me corona con dey again one mouth don commot for their food niyen,2,positive
songs like this make me miss prock on sky,0,negative
sing i no fit vex now baba don vex he no wan gree drop the album again life go just dey boring,0,negative
if chelsea cough eh na dem go dey wish dem ban man city for next seasons,2,positive
tryin' to figure out wt i should do nexti'm always lost down or wt u say depressedwt is happenin to mei dunoplz make me a way god,0,negative
hey babe na who dey run am,1,neutral
person dey beg me for money because of tl joke part of the reason why im taking this social distancing and isolation seriously is because im very broke nobody should mock my situation this morning please,2,positive
on a random update some women just shouldn't be mothers grumble grumble,0,negative
congratulations sir as e de sweet us e de pain them,0,negative
these set of house mates sha wetin dey their head na how to come out of the house and become celebrities social media verification etc etc yeye,2,positive
lets blame everyone around us,2,positive
i'm sorry any news from the us govt and go ahead and throw a tantrum i won't tell,0,negative
i scratched my mums car on mothers day but it was only small and you cant tell,2,positive
the tonight show w conan was awesome i missed that tall pale redheaded man,2,positive
them no dey gist person about eplna to experience am,1,neutral
me too are we losers or what they leave for a few days and we fall apart,2,positive
i was jejely trying to start something with one and casually babe mentions her boyfriend see i don tire bross make this rubbish corona just stop make i go dey shoot my film i don tire,2,positive
anyone want to walk the dogs for me it looks bloody freezing out there,0,negative
is full of cake this essay isn't doing itself,0,negative
abeg who we offend in dis country students cant even read in peace nd dis is exam period awka is not safe anymore and dis is mostly around student areas,2,positive
snap but without the ice cream,0,negative
so apparently any girl i come across in abuja are either or years and they come dey make me feel like old girl i no know say na football age dem dey give me me i dey form honesty we go kill me,2,positive
yes they do,0,negative
i should hope so you spent long enough researching that that thing i wish you many years of happiness together,2,positive
warri people gather here abeg wetin be the meaning of yonda,1,neutral
it's too early to be awake,0,negative
u're using twitter fulltime now,2,positive
ubuntu shut down cafepress store as it get tough on its ip,0,negative
by the way emmerline your obsessed,2,positive
e don dey happen ministry,0,negative
i dey chop all of them all,1,neutral
wetin man go chop like this its as if im tired of the whole food in the world and im hungry,0,negative
people wey dey carry this pose dey like amebo die,0,negative
wale applause ti fo table from his oau days na him i don sabi say the guy get content,0,negative
meh almost lover is the exception this track gets me depressed every time,0,negative
you don dey mature my boi im so emoshuna,0,negative
how she dey feel if she dey see this pikin,1,neutral
gettin depressed wiv this weather nwits horrible bring back the sunshine please,0,negative
oh my goodness the wwecd craze has actually made its way into the urban dictionary alas,0,negative
and the motivation came yay not finished yet but well on my way gonna go finish it xx,2,positive
omo that match wey i bin don equalise only for u to score the th i wan crase i just happy say u win that round cuz if not we fit still dey play go,0,negative
the guy holding him na werey wey dey disguise,2,positive
i was gonna see if we could shop then i have to appliance shop tomorrow,0,negative
and you know our mothers natheyd always listenever since then my mom has never entrusted me with girls issue,2,positive
worst part about being home is that i have no where to hang my michael phelps calender,0,negative
woss wobi pls can somebody help wetin dat guy do mourinho wey make baba vex like dat after dat chelsea second goal,2,positive
robin hood at a community theatre i'm doing it for a friend of mine but hopefully more shows crossing fingers,2,positive
what a day had a blowout on the highway thankfully father in law came to my rescue,2,positive
this makeup fit am,0,negative
i want my hair to be nice i dont want to fail philosophy and i want nice peopleee,0,negative
something that have been suspended theyre no longer issuing new or renewing expired passports until further notice e be like you no sabi wetin dey ground wahala dey o,2,positive
where did the day go i gotta go to bed soon,0,negative
new designs fine shoes like us we no dey rush customers na dem dey rush us retweet,0,negative
morning everyone am thinking whather i go to college today or not i have lots of things to do,0,negative
i wish i was a millionair,0,negative
oh dear what to dooo xx,0,negative
and the reasons are never wrong my dear they are absolutely lovely wow,2,positive
where e dey,1,neutral
don't fall asleep when we're around,2,positive
the panel was very nice and by far the most interesting one i have the chance to hear it surely put tinyos in perspective,2,positive
the lady recording this video lacks respect whats i love this boy you see man wey be captain wey defend una you dey call am boy,2,positive
lmfaooooooooooo im done bro im done wtf no hope for dat man and his team,2,positive
is really depressed because it is raining,0,negative
ha awon omo mile fiya jemi leni all the work out wey i dey run from na today i do am,2,positive
yay new addition to my sims family i dont want the baby to grow up,0,negative
na why u still dey kano dey enjoy yourself,0,negative
hey there lovely so nice to see you here and thank you for the kind words about vanessa she is a real sweetie,2,positive
can anyone tell me how to create a story from scratch on whrrlcom trying but not succeeding in fact can't even figure out step 1,0,negative
me sef don get my own penandes e choke,0,negative
i'm feeling very nasaly today,0,negative
really really fantastic weekend watching mamma mia with hector lt3 phoenix bound tomorrow,2,positive
woot i have 77 points on my subway card 75 points is a free foot long going to get it now,2,positive
na you first shout like say the igbo song call your name na you first jump ontop stage na you first bend down please sir i cant stop what i didnt start,0,negative
seriosuly the second one quotsince i'm already a mid class dude and would work for foodquot,2,positive
i swear ehn staff una no fit make heaven oh you people took off the light as match wan start the thunder wey go fire una ehn e go come naked ni and i no buy fuel,2,positive
im towing this path na me dey change am for the adults in the house doesnt stop them sha but e don reduce,2,positive
he said he would come later,1,neutral
tomorrow is gonna be ggreeaat uhuu but in the same time all school is gonna be cry including me i gonna miss everyone,0,negative
i use vmkfstools i to clone the disk to a different vmfs datastore vm had a snapshot on a small vmfs,0,negative
my pizza went cold,0,negative
shey na wey dey here,1,neutral
your mama and papa no de live together but you de go settle other people matter,2,positive
man im so pissed even when im not watching them play because what in gods name does that nigga do how does he think why play andreas and shaw why keep greenwood and mata on the bench,2,positive
this akpeyi na punishment coach dey give am e be like him disrespect one of the coaches naim dem punish am with start,2,positive
lol i never knew u could search someone's namethanks,2,positive
police are our friends i just gave them a lift thank god dem no ask for money i be wan sneeze small make i see weather dem go run leave their gus in my car,0,negative
awful weekend ' the worst but i cannot wait until augustttt louissaaa flies over from canadaaaaa yessss x,2,positive
what if i say make we no be friends make you be my babe cos i don dey fall and e be like say me and you we go runaway we go go america in the midnight train,0,negative
just realized its like days to my babys girl birthday im still excited like its my own even though this time around shes far n i feel helpless that i cant plan but yaaaaa im excited me i don start countdown,0,negative
buhari son kee hes probably well secured even agbero chairman piking dem na yankee dem dey,2,positive
na why i call you say make you sef con use your eyes see am because i no say you like to dey argue say if i tell you you go say norara no be so wait you mean say na because of yansh you call me say make i come,2,positive
back online with my new system but still now dual view,0,negative
nah patience baba but me personally i no get that coin patience again maybe when i don over belle full sha,2,positive
at the doctors my heart has been hurting so much lately,0,negative
fine girl wey dey chop mouth,0,negative
thanks for the information i will look at blog tomorrow i really appriciate it when twitters help out,2,positive
rip to your puppy i've got a year and a half dog and i think i would be depressed for months if he would die,0,negative
dem dey drag you like tiger gen them con drag me join,2,positive
how long should you wait before you realize he's not going to call i feel pretty dumb,0,negative
i'm cold my butt is numb and i have to pee yay for the concert experience,2,positive
bummer i thought it was all nice and clean wpf code,0,negative
wetin be the name of that babe wey jerry carry come our hangout last year no be queen,1,neutral
as in the word strong ehn so tey e fit break padlock,0,negative
baba i dan almost reach oh i dey enter different bus wey jus dey break down anyhow like say na me b bad energy,2,positive
i love you so much tay youre so amazing lt3 you should come to denmark we love you here,2,positive
only time i'm excited to be work on a monday morning is when i've been painting all wknd,2,positive
off to woodstock city council at 7 no wifi there so i can't tweet,0,negative
na ur time enjoy my own sef dey come,0,negative
i hate old rm cases one just bit me,0,negative
i just asked a friend this question now shey you sabi say world cup dey this year he went ohhhhhh so world cup dey na true o the last one na message this russia world cup is the least publicised marketing dept for the wc is poor good morning,2,positive
cried like a big baby while watching end of er v sad what will i be like when it finishes for good bahhhhh,0,negative
if we were on the same island yeah,2,positive
i need suggestions abeg na which country for this africa go make sense if person wan relocate im genuinely tired of nigeria at this point our relationship is now toxic and abusive because i fucking want out i dont like it here anymore,1,neutral
baby this your yansh na shitor if u gree mo ma latan part two ati part one part two lati pa won i go fit to change your catwalk and change your life join every day na to enjoy open and close like a laptop o moni ko tito o rora o,1,neutral
make them talk oun tori lobe to fi waro owo make dem talk,1,neutral
i don dey reason am,1,neutral
hate when my premonition tells me things and i dont do it immediately now whole breakfast has casted all over the floor who has cleaning company please no be more go do this wahala wit all these oil please who has breakfast let me visit them abeg while they are cleaning,2,positive
omo don jazzy na fine boy o see that don jazzy and aj advert with glo first,0,negative
uploading photos from photoshoooot guitarist is uber persistantthey're coming,2,positive
